cmpdname,drugbank_id,atc_code,atc_label
Suvorexant,DB09034,N05,Psycholeptics 
Evogliptin,DB12625,A10,Drugs used in diabetes 
Telotristat,DB14218,A16,Other alimentary tract and metabolism products 
Triptorelin,DB06825,L02,Endocrine therapy 
Cetrorelix,DB00050,H01,Pituitary and hypothalamic hormones and analogues 
Nafarelin,DB00666,H01,Pituitary and hypothalamic hormones and analogues 
Cabozantinib,DB08875,L01,Antineoplastic agents 
Ruxolitinib,DB08877,D11,Other dermatological preparations 
Ruxolitinib,DB08877,L01,Antineoplastic agents 
"(2R)-5'-methyl-4-azaspiro[bicyclo[2.2.2]octane-2,2'-[1,4]oxathiolane]",DB00185,N07,Other nervous system drugs 
Bicillin L-A,DB09323,J01,Antibacterials for systemic use 
Entrectinib,DB11986,L01,Antineoplastic agents 
Capmatinib,DB11791,L01,Antineoplastic agents 
Pexidartinib,DB12978,L01,Antineoplastic agents 
Cobicistat,DB09065,V03,All other therapeutic products 
Daclatasvir,DB09102,J05,Antivirals for systemic use 
Glasdegib,DB11978,L01,Antineoplastic agents 
Tepotinib,DB15133,L01,Antineoplastic agents 
Ixazomib,DB09570,L01,Antineoplastic agents 
Solithromycin,DB09308,J01,Antibacterials for systemic use 
Faldaprevir,DB11808,J05,Antivirals for systemic use 
Vemurafenib,DB08881,L01,Antineoplastic agents 
Plazomicin,DB12615,J01,Antibacterials for systemic use 
Osilodrostat,DB11837,H02,Corticosteroids for systemic use 
Colistina,DB00803,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Colistina,DB00803,J01,Antibacterials for systemic use 
Baricitinib,DB11817,L04,Immunosuppressants 
Dabrafenib,DB08912,L01,Antineoplastic agents 
Crisaborole,DB05219,D11,Other dermatological preparations 
Siponimod,DB12371,L04,Immunosuppressants 
Grazoprevir,DB11575,J05,Antivirals for systemic use 
Ribociclib,DB11730,L01,Antineoplastic agents 
Ertugliflozin,DB11827,A10,Drugs used in diabetes 
Letermovir,DB12070,J05,Antivirals for systemic use 
Sofosbuvir,DB08934,J05,Antivirals for systemic use 
Larotrectinib,DB14723,L01,Antineoplastic agents 
Pacritinib,DB11697,L01,Antineoplastic agents 
Abemaciclib,DB12001,L01,Antineoplastic agents 
Copper usnate,DB13830,G01,Gynecological antiinfectives and antiseptics 
Ibrexafungerp,DB12471,J02,Antimycotics for systemic use 
Rimiterol,DB13559,R03,Drugs for obstructive airway diseases 
Gilteritinib,DB12141,L01,Antineoplastic agents 
Alectinib,DB11363,L01,Antineoplastic agents 
Filgotinib,DB14845,L04,Immunosuppressants 
Avacopan,DB15011,L04,Immunosuppressants 
Lusutrombopag,DB13125,B02,Antihemorrhagics 
Venetoclax,DB11581,L01,Antineoplastic agents
Duvelisib,DB11952,L01,Antineoplastic agents 
Encorafenib,DB11718,L01,Antineoplastic agents 
Tucatinib,DB11652,L01,Antineoplastic agents 
Rimegepant,DB12457,N02,Analgesics 
Surufatinib,DB15106,L01,Antineoplastic agents 
Ozanimod,DB12612,L04,Immunosuppressants 
Piflufolastat F-18,DB14805,V09,Diagnostic radiopharmaceuticals 
Infigratinib,DB11886,L01,Antineoplastic agents 
Itacitinib,DB12154,L04,Immunosuppressants 
Lesinurad,DB11560,M04,Antigout preparations 
Ascorbic Acid,DB00126,B03,Antianemic preparations 
Ascorbic Acid,DB00126,G01,Gynecological antiinfectives and antiseptics 
Ascorbic Acid,DB00126,A11,Vitamins 
Ascorbic Acid,DB00126,S01,Ophthalmologicals
Raltegravir,DB06817,J05,Antivirals for systemic use 
Doxycycline,DB00254,J01,Antibacterials for systemic use 
Doxycycline,DB00254,A01,Stomatological preparations 
Vericiguat,DB15456,C01,Cardiac therapy 
Tetracycline,DB00759,A01,Stomatological preparations 
Tetracycline,DB00759,D06,Antibiotics and chemotherapeutics for dermatological use 
Tetracycline,DB00759,J01,Antibacterials for systemic use 
Tetracycline,DB00759,S01,Ophthalmologicals 
Tetracycline,DB00759,S02,Otologicals 
Tetracycline,DB00759,S03,Ophthalmological and otological preparations 
Chlortetracycline,DB09093,A01,Stomatological preparations 
Chlortetracycline,DB09093,D06,Antibiotics and chemotherapeutics for dermatological use 
Chlortetracycline,DB09093,J01,Antibacterials for systemic use 
Chlortetracycline,DB09093,S01,Ophthalmologicals 
Oxytetracycline,DB00595,A01,Stomatological preparations 
Oxytetracycline,DB00595,D06,Antibiotics and chemotherapeutics for dermatological use 
Oxytetracycline,DB00595,G01,Gynecological antiinfectives and antiseptics 
Oxytetracycline,DB00595,J01,Antibacterials for systemic use 
Oxytetracycline,DB00595,S01,Ophthalmologicals 
Minocycline,DB01017,A01,Stomatological preparations 
Minocycline,DB01017,D10,Anti-acne preparations 
Minocycline,DB01017,J01,Antibacterials for systemic use 
Methacycline,DB00931,J01,Antibacterials for systemic use 
Dicumarol,DB00266,B01,Antithrombotic agents 
Piroxicam,DB00554,M01,Antiinflammatory and antirheumatic products 
Piroxicam,DB00554,M02,Topical products for joint and muscular pain 
Piroxicam,DB00554,S01,Ophthalmologicals 
Roquinimex,DB11366,L03,Immunostimulants 
Acenocoumarol,DB01418,B01,Antithrombotic agents 
Meclocycline,DB13092,D10,Anti-acne preparations 
Meloxicam,DB00814,M01,Antiinflammatory and antirheumatic products 
Tenoxicam,DB00469,M01,Antiinflammatory and antirheumatic products 
Warfarin,DB00682,B01,Antithrombotic agents 
Clomocycline,DB00453,J01,Antibacterials for systemic use 
Demeclocycline,DB00618,D06,Antibiotics and chemotherapeutics for dermatological use 
Demeclocycline,DB00618,J01,Antibacterials for systemic use 
Phenprocoumon,DB00946,B01,Antithrombotic agents 
Sarecycline,DB12035,J01,Antibacterials for systemic use 
Tipranavir,DB00932,J05,Antivirals for systemic use 
Rolitetracycline,DB01301,J01,Antibacterials for systemic use 
Teriflunomide,DB08880,L04,Immunosuppressants 
Ethyl Biscoumacetate,DB08794,B01,Antithrombotic agents 
Penimepicycline,DB13264,J01,Antibacterials for systemic use 
Choline salicylate,DB14006,N02,Analgesics 
Tigecycline,DB00560,J01,Antibacterials for systemic use 
Lornoxicam,DB06725,M01,Antiinflammatory and antirheumatic products 
Omadacycline,DB12455,J01,Antibacterials for systemic use 
Lymecycline,DB00256,J01,Antibacterials for systemic use 
Tioclomarol,DB13451,B01,Antithrombotic agents 
Cabotegravir,DB11751,J05,Antivirals for systemic use 
Dolutegravir,DB08930,J05,Antivirals for systemic use 
Eravacycline,DB12329,J01,Antibacterials for systemic use 
Naldemedine,DB11691,A06,Drugs for constipation 
Olmutinib,DB13164,L01,Antineoplastic agents 
Dasabuvir,DB09183,J05,Antivirals for systemic use 
Alpelisib,DB12015,L01,Antineoplastic agents 
Fluperolone,DB13491,D07,"Corticosteroids, dermatological preparations "
Lemborexant,DB11951,N05,Psycholeptics 
Calcium carbimide,DB09116,N07,Other nervous system drugs 
Naloxegol,DB09049,A06,Drugs for constipation 
Zorubicin,DB11618,L01,Antineoplastic agents 
Lurbinectedin,DB12674,L01,Antineoplastic agents
Rociletinib,DB11907,L01,Antineoplastic agents 
Ceritinib,DB09063,L01,Antineoplastic agents 
Dorzagliatin,DB15123,A10,Drugs used in diabetes 
Peficitinib,DB11708,L04,Immunosuppressants 
Coblopasvir,DB15315,J05,Antivirals for systemic use 
Doravirine,DB12301,J05,Antivirals for systemic use 
Upadacitinib,DB15091,L04,Immunosuppressants 
Mirogabalin,DB11825,N02,Analgesics 
Oliceridine,DB14881,N02,Analgesics 
Tazemetostat,DB12887,L01,Antineoplastic agents
Netarsudil,DB13931,S01,Ophthalmologicals 
Darolutamide,DB12941,L02,Endocrine therapy 
Erdafitinib,DB12147,L01,Antineoplastic agents 
Trilaciclib,DB15442,V03,All other therapeutic products 
Brigatinib,DB12267,L01,Antineoplastic agents 
Ubrogepant,DB15328,N02,Analgesics 
Adenosylcobalamin,DB11191,B03,Antianemic preparations 
Axlon,DB00200,B03,Antianemic preparations 
Axlon,DB00200,V03,All other therapeutic products 
Plecanatide,DB13170,A06,Drugs for constipation 
Ridaura,DB00995,M01,Antiinflammatory and antirheumatic products 
Flortaucipir F-18,DB14914,V09,Diagnostic radiopharmaceuticals 
MeCbl,DB03614,B03,Antianemic preparations 
Selinexor,DB11942,L01,Antineoplastic agents
Osimertinib,DB09330,L01,Antineoplastic agents 
Etelcalcetide,DB12865,H05,Calcium homeostasis 
Ripretinib,DB14840,L01,Antineoplastic agents 
Montmorillonite,DB13654,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Aloxiprin,DB13509,B01,Antithrombotic agents 
Aloxiprin,DB13509,N02,Analgesics 
Acetylglycinamide chloral hydrate,DB13402,N05,Psycholeptics 
Magnesium D-gluconate (1:2) hydrate,DB13749,A12,Mineral supplements 
Tenapanor,DB11761,A06,Drugs for constipation 
Futibatinib,DB15149,L01,Antineoplastic agents 
Ivosidenib,DB14568,L01,Antineoplastic agents
Elbasvir,DB11574,J05,Antivirals for systemic use 
Lorlatinib,DB12130,L01,Antineoplastic agents 
Asciminib,DB12597,L01,Antineoplastic agents 
Bis(sitafloxacin) trihydrate,DB13261,J01,Antibacterials for systemic use 
Tetragalacturonic acid hydroxymethylester,DB13621,B02,Antihemorrhagics 
Umbralisib,DB14989,L01,Antineoplastic agents 
Diroximel Fumarate,DB14783,L04,Immunosuppressants 
Technetium Tc-99M sulfur colloid,DB09397,V09,Diagnostic radiopharmaceuticals 
Ferric sodium citrate,DB13771,B03,Antianemic preparations 
Lorajmine,DB13651,C01,Cardiac therapy 
Prajmaline,DB13555,C01,Cardiac therapy 
Padeliporfin,DB15575,L01,Antineoplastic agents 
Fluclorolone,DB13856,D07,"Corticosteroids, dermatological preparations "
Samarium Sm 153 lexidronam,DB05273,V10,Therapeutic radiopharmaceuticals 
Calcium pangamate,DB13590,A12,Mineral supplements 
Lutetium Lu 177 Dotatate,DB13985,V10,Therapeutic radiopharmaceuticals 
Aluminium acetotartrate,DB13789,S02,Otologicals 
Oteseconazole,DB13055,J02,Antimycotics for systemic use 
Cefiderocol,DB14879,J01,Antibacterials for systemic use
Abrocitinib,DB14973,D11,Other dermatological preparations 
Pegvaliase,DB12839,A16,Other alimentary tract and metabolism products 
Parsaclisib,DB14867,L01,Antineoplastic agents 
Pemigatinib,DB15102,L01,Antineoplastic agents 
Enasidenib,DB13874,L01,Antineoplastic agents
Daprodustat,DB11682,B03,Antianemic preparations
Sucroferric oxyhydroxide,DB09146,B03,Antianemic preparations 
Sucroferric oxyhydroxide,DB09146,V03,All other therapeutic products 
Sodium ferric EDTA,DB13381,B03,Antianemic preparations 
(+)-Iron(II) L-ascorbate,DB14490,B03,Antianemic preparations 
Rhenium Re-186 sulfide,DB13847,V10,Therapeutic radiopharmaceuticals 
Mavacamten,DB14921,C01,Cardiac therapy
Avapritinib,DB15233,L01,Antineoplastic agents 
Ferric Ammonium Citrate,DB09501,V08,Contrast media 
Mazaticol,DB13448,N04,Anti-parkinson drugs 
"(1R,4R,7Z,15R,17R)-N-cyclopropylsulfonyl-17-[7-methoxy-8-methyl-2-(4-propan-2-yl-1,3-thiazol-2-yl)quinolin-4-yl]oxy-13-methyl-2,14-dioxo-3,13-diazatricyclo[13.3.0.04,6]octadec-7-ene-4-carboxamide",DB06290,J05,Antivirals for systemic use 
Remdesivir,DB14761,J05,Antivirals for systemic use 
Baloxavir Marboxil,DB13997,J05,Antivirals for systemic use 
Pyostacine,DB11476,D06,Antibiotics and chemotherapeutics for dermatological use 
Pyostacine,DB11476,J01,Antibacterials for systemic use 
2-[2-[Bis(carboxylatomethyl)amino]ethyl-[2-[carboxymethyl-(1-carboxy-2-phenylmethoxyethyl)amino]ethyl]amino]acetate;gadolinium(3+),DB00743,V08,Contrast media 
Gadoxetate,DB08884,V08,Contrast media 
Technetium (99Mtc) Medronic Acid,DB09138,V09,Diagnostic radiopharmaceuticals 
Technetium Tc 99m tetrofosmin,DB09160,V09,Diagnostic radiopharmaceuticals 
Technetium (99mTc) etifenin,DB13183,V09,Diagnostic radiopharmaceuticals 
Entecavir,DB00442,J05,Antivirals for systemic use 
Acyclovir,DB00787,D06,Antibiotics and chemotherapeutics for dermatological use 
Acyclovir,DB00787,J05,Antivirals for systemic use 
Acyclovir,DB00787,S01,Ophthalmologicals 
Inosine,DB04335,S01,Ophthalmologicals
Inosine,DB04335,D06,Antibiotics and chemotherapeutics for dermatological use 
Inosine,DB04335,G01,Gynecological antiinfectives and antiseptics 
Sapropterin,DB00360,A16,Other alimentary tract and metabolism products 
Folic Acid,DB00158,B03,Antianemic preparations 
Folic Acid,DB00158,V04,Diagnostic agents
Rifampin,DB01045,J04,Antimycobacterials 
Clozapine,DB00363,N05,Psycholeptics 
Dacarbazine,DB00851,L01,Antineoplastic agents 
Didanosine,DB00900,J05,Antivirals for systemic use 
Ganciclovir,DB01004,J05,Antivirals for systemic use 
Ganciclovir,DB01004,S01,Ophthalmologicals 
Valacyclovir,DB00577,J05,Antivirals for systemic use 
Sildenafil,DB00203,G04,Urologicals 
Olanzapine,DB00334,N05,Psycholeptics 
Pralidoxime,DB00733,V03,All other therapeutic products 
Penciclovir,DB00299,D06,Antibiotics and chemotherapeutics for dermatological use 
Penciclovir,DB00299,J05,Antivirals for systemic use 
Raltitrexed,DB00293,L01,Antineoplastic agents 
Vardenafil,DB00862,G04,Urologicals 
Allopurinol,DB00437,M04,Antigout preparations 
Rifapentine,DB01201,J04,Antimycobacterials 
Anagrelide,DB00261,L01,Antineoplastic agents
Tegaserod,DB01079,A06,Drugs for constipation 
Azilsartan medoxomil,DB08822,C09,Agents acting on the renin-angiotensin system 
Pemetrexed,DB00642,L01,Antineoplastic agents 
Obidoxime,DB13750,V03,All other therapeutic products 
Bentazepam,DB14719,N05,Psycholeptics 
Valganciclovir,DB01610,J05,Antivirals for systemic use 
Aprepitant,DB00673,A04,Antiemetics and antinauseants 
Ceftobiprole medocaril free acid,DB14733,J01,Antibacterials for systemic use
Udenafil,DB06267,G04,Urologicals 
Etifoxine,DB08986,N05,Psycholeptics 
Nintedanib,DB09079,L01,Antineoplastic agents 
Fenozolone,DB13341,N06,Psychoanaleptics 
Tisopurine,DB13807,M04,Antigout preparations 
Eltrombopag,DB06210,B02,Antihemorrhagics 
Epacadostat,DB11717,L01,Antineoplastic agents
Talazoparib,DB11760,L01,Antineoplastic agents 
Pamiparib,DB14769,L01,Antineoplastic agents 
Copanlisib,DB12483,L01,Antineoplastic agents 
Pafolacianine,DB15413,V04,Diagnostic agents
Dabigatran Etexilate,DB06695,B01,Antithrombotic agents 
Opicapone,DB11632,N04,Anti-parkinson drugs 
Sotorasib,DB15569,L01,Antineoplastic agents
